2026-01-20 15:40:53.520 | INFO     | Core.Chunk.DocChunk:build_chunks:27 - Starting chunk the given documents
2026-01-20 15:40:53.860 | INFO     | Core.Storage.ChunkKVStorage:_persist:105 - Writing data into ./Output/mix/kg_graph/chunk_storage_chunk_data_idx.pkl and ./Output/mix/kg_graph/chunk_storage_chunk_data_key.pkl
2026-01-20 15:40:53.870 | INFO     | Core.Chunk.DocChunk:build_chunks:74 - ✅ Finished the chunking stage
2026-01-20 15:40:53.879 | INFO     | Core.GraphRAG:_update_costs_info:205 - Chunking stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0
2026-01-20 15:40:53.879 | INFO     | Core.GraphRAG:_update_costs_info:207 - Chunking time(s): 0.36
2026-01-20 15:40:53.879 | INFO     | Core.Graph.BaseGraph:build_graph:41 - Starting build graph for the given documents
2026-01-20 15:40:53.880 | INFO     | Core.Storage.NetworkXStorage:load_nx_graph:27 - Attempting to load the graph from: ./Output/mix/kg_graph/graph_storage_nx_data.graphml
2026-01-20 15:40:55.038 | INFO     | Core.Storage.NetworkXStorage:load_nx_graph:31 - Successfully loaded graph from: ./Output/mix/kg_graph/graph_storage_nx_data.graphml with 10595 nodes and 8523 edges
2026-01-20 15:40:55.039 | INFO     | Core.Graph.BaseGraph:build_graph:50 - ✅ Finished the graph building stage
2026-01-20 15:40:55.039 | INFO     | Core.GraphRAG:_update_costs_info:205 - Build Graph stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0
2026-01-20 15:40:55.039 | INFO     | Core.GraphRAG:_update_costs_info:207 - Build Graph time(s): 1.16
2026-01-20 15:40:55.687 | INFO     | Core.Index.BaseIndex:build_index:13 - Starting insert elements of the given graph into vector database
2026-01-20 15:40:55.687 | INFO     | Core.Index.BaseIndex:build_index:17 - Loading index from the file ./Output/mix/kg_graph/entities_vdb
2026-01-20 15:42:46.668 | INFO     | Core.Index.BaseIndex:build_index:29 - ✅ Finished starting insert entities of the given graph into vector database
2026-01-20 15:42:46.884 | INFO     | Core.Community.BaseCommunity:cluster:46 - Starting build community of the given graph
2026-01-20 15:42:46.901 | INFO     | Core.Storage.JsonKVStorage:load:33 - Load KV ./Output/mix/kg_graph/community_storage_community_node_map.json with 4664 data
2026-01-20 15:42:46.901 | INFO     | Core.Community.LeidenCommunity:_load_cluster_map:279 - ✅ Successfully loaded community <-> node map.
2026-01-20 15:42:46.905 | INFO     | Core.Community.BaseCommunity:generate_community_report:26 - Generating community report...
2026-01-20 15:42:47.652 | INFO     | Core.Storage.JsonKVStorage:load:33 - Load KV ./Output/mix/kg_graph/community_storage_community_report.json with 856 data
2026-01-20 15:42:47.784 | INFO     | Core.Community.LeidenCommunity:_load_community_report:263 - Successfully loaded community report.
2026-01-20 15:42:47.785 | INFO     | Core.Community.BaseCommunity:generate_community_report:34 - ✅ [Community Report]  Finished
2026-01-20 15:42:47.785 | INFO     | Core.GraphRAG:_update_costs_info:205 - Index Building stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0
2026-01-20 15:42:47.785 | INFO     | Core.GraphRAG:_update_costs_info:207 - Index Building time(s): 112.75
2026-01-20 15:42:47.785 | INFO     | Core.GraphRAG:_build_retriever_context:176 - Building retriever context for the current execution
2026-01-20 15:42:47.791 | INFO     | Core.Retriever.CommunityRetriever:find_relevant_community_by_level:112 - Retrieved 512 communities
2026-01-20 15:42:47.907 | INFO     | Core.Query.BaseQuery:_map_global_communities:158 - Grouping to 18 groups for global search
2026-01-20 15:42:54.769 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.003 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16866, completion_tokens: 195
2026-01-20 15:42:55.033 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.005 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16803, completion_tokens: 229
2026-01-20 15:42:55.189 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.008 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16662, completion_tokens: 286
2026-01-20 15:42:55.422 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.011 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16972, completion_tokens: 238
2026-01-20 15:42:55.474 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.013 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16648, completion_tokens: 225
2026-01-20 15:42:55.889 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.016 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16778, completion_tokens: 318
2026-01-20 15:42:55.929 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.019 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16930, completion_tokens: 301
2026-01-20 15:42:56.225 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.021 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17279, completion_tokens: 223
2026-01-20 15:42:56.362 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.024 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17270, completion_tokens: 230
2026-01-20 15:42:56.366 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.027 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17053, completion_tokens: 307
2026-01-20 15:42:56.944 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.030 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16851, completion_tokens: 288
2026-01-20 15:42:57.124 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.032 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17020, completion_tokens: 343
2026-01-20 15:42:57.740 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.035 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17004, completion_tokens: 296
2026-01-20 15:42:58.036 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.038 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16843, completion_tokens: 323
2026-01-20 15:42:58.108 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.041 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17170, completion_tokens: 307
2026-01-20 15:42:58.623 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.043 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 16870, completion_tokens: 304
2026-01-20 15:42:58.982 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.046 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17000, completion_tokens: 300
2026-01-20 15:43:00.853 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.049 | Max budget: $10.000 | Current cost: $0.003, prompt_tokens: 17084, completion_tokens: 274
2026-01-20 15:43:20.075 | INFO     | Core.Common.CostManager:update_cost:57 - Total running cost: $0.050 | Max budget: $10.000 | Current cost: $0.001, prompt_tokens: 5237, completion_tokens: 561
