2026-01-20 17:20:31.056 | INFO     | Core.Chunk.DocChunk:build_chunks:27 - Starting chunk the given documents
2026-01-20 17:20:31.916 | INFO     | Core.Storage.ChunkKVStorage:_persist:105 - Writing data into ./Output/quality/kg_graph/chunk_storage_chunk_data_idx.pkl and ./Output/quality/kg_graph/chunk_storage_chunk_data_key.pkl
2026-01-20 17:20:31.993 | INFO     | Core.Chunk.DocChunk:build_chunks:74 - ✅ Finished the chunking stage
2026-01-20 17:20:32.051 | INFO     | Core.GraphRAG:_update_costs_info:205 - Chunking stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0
2026-01-20 17:20:32.052 | INFO     | Core.GraphRAG:_update_costs_info:207 - Chunking time(s): 1.00
2026-01-20 17:20:32.052 | INFO     | Core.Graph.BaseGraph:build_graph:41 - Starting build graph for the given documents
2026-01-20 17:20:32.052 | INFO     | Core.Storage.NetworkXStorage:load_nx_graph:27 - Attempting to load the graph from: ./Output/quality/kg_graph/graph_storage_nx_data.graphml
2026-01-20 17:20:34.044 | INFO     | Core.Storage.NetworkXStorage:load_nx_graph:31 - Successfully loaded graph from: ./Output/quality/kg_graph/graph_storage_nx_data.graphml with 12662 nodes and 15706 edges
2026-01-20 17:20:34.044 | INFO     | Core.Graph.BaseGraph:build_graph:50 - ✅ Finished the graph building stage
2026-01-20 17:20:34.045 | INFO     | Core.GraphRAG:_update_costs_info:205 - Build Graph stage cost: Total prompt token: 0, Total completeion token: 0, Total cost: 0
2026-01-20 17:20:34.045 | INFO     | Core.GraphRAG:_update_costs_info:207 - Build Graph time(s): 1.99
2026-01-20 17:20:34.156 | INFO     | Core.Index.BaseIndex:build_index:13 - Starting insert elements of the given graph into vector database
2026-01-20 17:20:34.156 | INFO     | Core.Index.BaseIndex:build_index:17 - Loading index from the file ./Output/quality/kg_graph/entities_vdb
2026-01-20 17:22:22.609 | INFO     | Core.Index.BaseIndex:build_index:29 - ✅ Finished starting insert entities of the given graph into vector database
2026-01-20 17:22:23.159 | INFO     | Core.Community.BaseCommunity:cluster:46 - Starting build community of the given graph
